,title,content
40,의정부·잠실·강남·한티역…'오늘 칼부림 예고 목록'까지 등장,"흉기난동·살인 예고 글 빠르게 확산
서면·의정부·잠실·한티·강남 등 거론
경찰, 게시글 작성자 추적 중
서현역 일대에서 묻지마 흉기 난동 사건이 발생한 3일 오후 경기 성남시 분당 서현역 AK백화점에서 경찰이 사건 현장을 통제하고 있다. /사진=뉴스1

지난 3일 경기 성남의 한 대형 백화점에서 '무차별 칼부림'이 발생한 가운데, 부산 서면과 경기 의정부 등에서도 흉기 난동과 살인을 예고하는 글이 인터넷에 올라와 경찰이 작성자 추적에 나섰다.

4일 경찰 등에 따르면 부산경찰청은 이날 오전 1시께 한 온라인 커뮤니티 게시판에 ""5일 부산 서면역에서 흉기 난동을 하겠다""는 취지의 글이 올라와 글 게시자를 추적하고 있다고 밝혔다.

작성자 A씨는 '내일 서면역 5시 흉기 들고 다 쑤시러 간다'는 제목으로 여성을 비하하는 용어와 욕설과 함께 ""죽여줄게""라는 내용의 짧은 글을 올렸다.

이날 경기북부경찰청 사이버수사대도 이날 오전 1시 57분께 한 온라인 커뮤니티에 '내일모레 의정부역 기대해라 XX야'라는 제목으로 올라온 '살인 예고' 글의 작성자를 추적 중이라고 밝혔다.

현재 해당 글들은 모두 삭제된 상태다. 하지만 캡처본들이 온라인상에 떠돌게 되며 인근 시민들이 불안감을 호소하고 있는 것으로 전해졌다.

부산진경찰서는 이날 새벽 대책 회의를 열었으며 서면역 일대에 기동대와 형사 인력을 배치해 예방 순찰을 강화하고 있다. 경기북부경찰청은 의정부역 일대에 지구대 인력과 형사, 지하철경찰대 등을 투입해 범죄 정황이 있는지를 파악하고, 지구대·파출소의 순찰 차량을 배치해 거점 순찰 활동을 펼치고 있다.
온라인상에 빠르게 퍼지고 있는 '오늘 칼부림 예고 목록' 글. /사진=독자 제공

이외에도 온라인상에는 이날과 오는 5일 칼부림과 살인이 예고된 장소의 목록을 정리한 게시글이 빠르게 확산하고 있다. 공유된 '오늘 칼부림 예고 목록'에는 서현역, 오리역, 잠실역, 강남역, 한티역, 논현동 등이 거론됐으며, 오는 5일 목록에는 '부산 서면역', 용산구 등이 있다.

해당 글을 공유받은 시민들은 ""이제 무서워서 어떻게 다니라는 것이냐"", ""이제 출근하기 전 오늘 예고된 살인 예고 글부터 확인해야 하는 것이냐"", ""안전한 곳이 하나도 없는 것 같다"" 등의 반응을 보이며 우려했다."
41,신림역 참극 2주 만에… 분당서 ‘묻지마 칼부림’,"차량 몰고 돌진 후 흉기 휘둘러
14명 부상… 20대 용의자 체포
警 “범행 동기조사 후 영장 신청”

3일 오후 성남시 분당구 서현역에서 묻지마 흉기 난동이 발생해 경찰이 현장을 통제하고 있다. 조주현기자

‘묻지마 살인’으로 세간에 충격을 준 서울 신림역 칼부림 사건이 발생한 지 2주 만에 또다시 분당 서현역에서 ‘묻지마 칼부림’ 비극이 재연됐다.

분당경찰서는 살인 미수 혐의로 20대 남성 A씨를 긴급체포했다고 3일 밝혔다.

이날 오후 5시55분께 119에 성남시 분당구 서현역 인근에서 묻지마 흉기 난동 신고가 접수됐다.

이후에도 119와 112에는 “남자가 사람을 찌르고 다닌다”는 내용의 신고들이 잇따라 접수된 것으로 파악됐다.

A씨는 서현역 쇼핑몰 1층과 2층에서 불특정 다수 시민들을 향해 흉기를 휘둘렀다. 이 난동으로 시민 9명이 A씨가 휘두른 흉기에 자상을 입었다.

신고를 받고 현장에 출동한 경찰은 이날 오후 6시5분께 A씨를 범행 현장 인근에서 검거했다.

이후 경찰은 경찰특공대를 비롯해 기동대와 분당경찰서 강력팀 등 경력 100여명을 긴급 투입해 쇼핑몰 전면 통제에 나섰다.

앞서 A씨는 흉기 난동 범행 전 차량을 몰고 서현역 역사 앞 인도로 돌진해 보행자들을 들이받은 것으로 파악됐다.

이 사고로 보행자 5명이 다친 것으로 나타났다.

A씨는 사고 충격 여파로 차량이 고장 나 움직이지 않자 쇼핑몰로 들어가 범행한 것으로 파악됐다.

현재까지 총 14명의 부상자가 발생해 병원으로 이송됐으며, 이 중 3명이 응급실에서 치료를 받고 있다.

경찰 조사 결과, A씨는 배달업 종사자로 확인됐으며 현재 피해망상을 호소하고 있는 것으로 나타났다.

경찰은 A씨의 정신병력과 마약 투약 여부 등에 대한 조사를 진행할 방침이다.

경찰 관계자는 “A씨를 상대로 구체적인 범행 동기 등을 조사한 뒤 구속영장을 신청할 예정”이라고 말했다.

한편 이번 사건과 관련, 윤희근 경찰청장은 이날 오후 8시 전국 시·도경찰청장 화상회의를 주재했다.

이는 신림역 묻지마 살인 사건 2주 만에 또다시 흉기 난동 사건이 벌어지면서 시민들의 불안이 더 커질 것을 우려해 대응에 나선 것으로 풀이된다."
42,"""엄마, 나 죽는줄 알았어""…서현역 칼부림 피해자가 전한 급박 상황","ⓒ News1 DB


(서울=뉴스1) 김학진 기자 = ""나 죽는 줄 알았어요""

지난 3일 오후 경기도 성남시 분당구에 있는 백화점에서 발생한 '묻지마 흉기 난동' 사건 당시 흉기에 복부를 찔려 병원으로 이송된 20대 여성 A씨가 응급실에서 만난 어머니에게 전한 말이다.

이날 오후 경찰은 경기도 성남시 오리역에서 '남자가 사람들을 칼부림하고 있다'는 신고글을 접수했다.

흉기 난동을 벌인 A(23)씨는 경차를 몰고 서현역 앞 인도로 돌진, 보행자 다수를 충격하고 차에서 내려 백화점 안으로 들어가 이 같은 범행을 저지른 것으로 알려졌다.

신림역 '묻지마 흉기 난동'에 이어 13일 만에 서현역에서 같은 범행이 일어나 충격을 더하고 있는 가운데, 경찰은 10분간 14명에게 피해를 입힌 A씨를 오후 6시5분경 체포했다.

한 언론에 따르면 이날 피해자의 어머니는 ""딸아이 윗옷과 바지, 신발 할 것 없이 피해 흔적이 뚜렷해 너무 놀랐다""라며 ""다행히 생명에 지장 없다고 해 안심은 되는데 피를 많이 흘려 이것저것 검사를 했고 이후 수술해야 한다고 해서 수술실로 들어갔다. 수술이 잘됐으면 좋겠다""라고 말한 것으로 전해졌다.

한편 경찰과 소방당국 등에 따르면 이날 오후 6시쯤 최씨는 서현역 AK플라자 1~2층을 오가며 시민들에게 흉기를 휘둘렀다.

흉기 난동에 앞서 최씨는 자신이 운전하던 자동차를 타고 인도로 돌진해 시민들을 친 뒤 차에서 내려 쇼핑몰로 이동해 이 같은 범행을 저질렀다.

현재까지 파악된 피해자는 14명으로, 차량 충격으로 다친 사람은 5명, 최씨가 휘두른 흉기에 부상을 당한 사람은 9명이다.

범행 뒤 신고를 받고 체포된 최씨는 ""누가 나를 해치려 한다""며 횡설수설하며 피해망상 증상을 호소한 것으로 전해졌다. 경찰은 피의자가 20대 초반이며 배달업 종사자라고 밝혔다."
43,당정 ‘묻지마 칼부림’에 가석방 없는 종신형 추진,"與, 국민여론 수렴 단계 거칠 것


발언하는 박대출 국민의힘 정책위의장 [연합뉴스]
국민의힘과 정부는 ‘묻지마 흉기난동’ 범죄에 대응하기 위해 ‘가석방 없는 종신형’ 신설을 추진한다.

4일 박대출 국민의힘 정책위의장은 “당정은 지난달 21일 발생한 이른바 ‘신림역 흉기 난동’ 사건 직후 비공개회의를 열고 이같은 대책을 마련했다”고 밝혔다. 다만 가석방 없는 종신형에 대해 다양한 의견이 있을 수 있는 만큼 전문가 의견 청취 등 국민 여론 수렴 단계를 거치자는 데 당정이 뜻을 모은 것으로 전해졌다.

당정은 ‘경찰의 치안 업무 강화’도 중점적으로 논의했다. 강남역·신림역 등 유동 인구가 많은 지역에 대해서는 ‘순찰’ 방식 대신 경찰 인력이 상시 근무하는 ‘거점 배치’ 방식을 적용하는 방안이 논의됐다.

박 의장은 이날 페이스북에서 “가해자의 인권보다 더 중요한 것은 일반 국민의 일상”이라며 “참혹한 ‘묻지마 테러’가 또 발생하지 않도록 정책적 뒷받침에 최선을 다하겠다”고 강조했다.

지난 3일 경기 성남시 분당구 서현역 인근에서 흉기 난동 사건이 발생해 부상자 14명이 발생했다. 지난달 21일 서울 관악구 신림역 인근에서 흉기 난동으로 사상자가 나온 지 약 2주 만이다.

이후 온라인상에서 서울 잠실역, 강남역, 한티역 등을 언급한 모방 범죄 예고 글이 올라오면서 시민들의 우려가 커지고 있다.

박광온 더불어민주당 원내대표도 이날 기자들과 만나 “정부가 치안인력을 총동원해서 더욱 더 시민안전을 위해 총력 기울여줄 것을 요청한다”며 “가중처벌 뿐만이 아니라 사법적 어떤 고려를 하지 않고 예외없이 단호하게 엄정 처벌하겠다는 의지를 정부가 분명히 밝힐 것을 요구한다”고 강조했다."
44,“잠실역 20명 죽인다” “한티역 칼부림 예정” 또 살인 예고글,"지난달 신림역 칼부림 이후 살인 예고글 최소 12건
[이데일리 이준혁 기자] 서현역 묻지마 흉기난동 사건 직후 오리역에 이어 잠실역과 한티역에서 유사 범행을 저지르겠다는 협박글이 연달아 올라와 시민들의 공포감이 고조되고 있다.

3일 서현동 묻지마 흉기난동 사건 직후인 오후 7시쯤 올라온 잠실역 살인 예고글. (사진=온라인 커뮤니티 갈무리)
4일 경찰 등에 따르면 전날 오후 7시쯤 온라인 커뮤니티 디시인사이드에 ‘내일 아침 잠실역에서 20명 죽일 거다’라는 제목의 글이 올라왔다. 이 글에는 “과연 너 따위가 나의 칼부림을 막을 수 있을까??”라는 내용이 적혀있다.

해당 게시글은 현재 삭제된 가운데 한 누리꾼은 이를 캡처해 “잠실역에서 살인을 하겠단 예고글을 발견해 제보합니다”라며 112에 문자 신고를 했다.

이후 오후 11시께는 한 이용자가 디시인사이드 한석원 갤러리에 “내일 밤 10시에 한티역에서 칼부림 예정입니다”라고 썼다.

3일 서현동 묻지마 흉기난동 사건 이후 SNS상에 확신된 오리역 살해 예고글. (사진=온라인 커뮤니티 갈무리)
앞서 이날 오후 6시 42분 경기남부경찰청 112 종합상황실에 “8월 4일 금요일 오후 6시에서 오후 10시 사이에 오리역 부근에서 칼부림하겠다”는 예고글 신고가 접수된 바 있다.

사회관계망서비스(SNS)를 통해 확산된 이 글은 “더 이상 살고 싶은 마음도 없고 최대한 많은 사람을 죽이고 경찰도 죽이겠다. 나를 죽이기 전까지 최대한 많이 죽이겠다”는 내용이다.

서울경찰청 사이버범죄수사대는 이들 예고글을 신고받고 작성자 추적에 나섰다. 게시물은 현재 모두 삭제`됐다.

경찰은 인근 지구대 인력 등을 잠실역과 한티역 일대에 투입해 범죄 정황이 있는지 파악하고 있다.

지난달 21일 신림역 흉기난동 사건 이후 서울시내를 범행장소로 지목한 살인 예고글은 최소 12건 확인됐다.

잠실역·한티역 협박 글은 경찰이 전담대응팀을 꾸려 살인예고 글 작성자를 엄정히 처벌하겠다고 밝힌 지 한나절도 지나지 않아 올라왔다."
45,차로 행인들 들이받고…백화점서 무차별 칼부림,"■2주만에 또···분당서 흉기난동
퇴근길 서현역 일대서 14명 부상
배달업 종사하는 21세 남성 체포
검은 옷에 선글라스로 얼굴 가려
남녀노소 가리지 않고 칼로 공격
'신림 사건' 이어 시민 불안 커져
3일 오후 경기 성남시 분당구 서현역 인근 백화점에서 묻지마 흉기 난동이 발생해 경찰이 현장 감식을 하고 있다. 연합뉴스

[서울경제]

경기 성남시 분당구 서현역 인근에서 칼부림 사건이 발생해 경찰이 용의자인 20대 남성을 긴급 체포하고 수사에 나섰다. 서울 신림역에서 유사한 사건이 일어난 지 2주 만에 또다시 묻지마 난동이 벌어진 것이다. 특히 이번 사건은 자동차로 행인들을 친 뒤 남녀노소를 가리지 않고 흉기로 무차별적인 피해를 줬다는 점에서 시민들은 더욱 큰 불안감을 호소하고 있다.

3일 경찰에 따르면 이날 오후 5시 59분 분당구 AK플라자백화점 인근에서 묻지마 칼부림 사건이 발생해 14명이 부상을 입고 병원으로 옮겨졌다. 피해 상태는 중상이 12명, 경상이 2명으로 확인됐다. 경찰은 “서현역 인근에서 남자가 사람을 찌르고 다닌다”는 내용의 112 신고를 접수하고 현장에 출동해 오후 6시 5분쯤 용의자 최 모(21) 씨를 긴급 체포했다.

경찰에 따르면 배달업 종사자인 최 씨는 차량을 이용해 백화점 인근을 지나다니는 행인 5명을 먼저 들이받은 뒤 흉기를 들고 백화점 1층과 2층을 돌아다니면서 9명을 찔렀다. 이때 최 씨는 남녀노소를 가리지 않고 흉기를 휘둘렀다. 칼부림 피해자 9명의 성별을 보면 남성이 4명, 여성이 5명이었다. 피해자들의 연령대도 20대 5명, 40대 1명, 50대 1명, 60대 1명, 70대 1명으로 매우 다양했다. 칼부림으로 인한 부상 정도는 8명이 중상, 1명이 경상으로 대부분 등·배·옆구리 등을 크게 다쳤다. 최 씨가 상대를 가리지 않고 무차별적으로 흉기를 휘둘렀다는 사실을 엿볼 수 있는 대목이다.

3일 오후 경기 성남시 분당구 서현역 인근 백화점에서 묻지마 흉기 난동이 발생해 119 구급대원들이 사건 현장으로 들어가고 있다. 연합뉴스


현장에 있던 시민들은 사건 당시 혼비백산했던 상황을 생생히 전했다. 목격자들에 따르면 최 씨는 범행 당시 검은색 후드티 복장에 모자를 뒤집어쓰고 선글라스까지 착용했던 것으로 확인됐다. 백화점 내 의류 매장에서 일하던 20대 여성은 “가게에 있던 손님을 대피시킨 후에도 백화점 내 다른 직원들이 우리 매장으로 도망쳐왔다”며 “이들과 우리 가게 직원, 다른 시민 등 15명가량이 50분 동안 가게 문을 닫고 숨죽인 채 대기하고 있었다”고 했다.

백화점에서 식사를 하던 박 모(55) 씨 역시 “함께 있던 사람들과 부둥켜 안고 현장을 빠져나갔다”면서 “인근 문화센터에서 악기를 배우던 60대 여성들과 직원들도 얼굴이 사색이 된 채로 뛰어 나갔다”고 증언했다.

사건 직후 소셜네트워크서비스(SNS)에도 범행과 관련된 글이 잇따랐다. 당시 현장에 있던 시민들은 “바닥에 피가 흥건하고, 서현역에 와도 옴짝달싹 못하는 처지”라며 범행 지역 인근에 오지 말라는 내용의 게시물을 올렸다.

3일 오후 경기 성남시 분당구 서현역 인근 백화점에서 발생한 묻지마 흉기 난동 사건에 앞서 용의자가 경차를 몰고 인도로 돌진해 보행자들을 들이받는 사고를 내 4명이 부상한 것으로 확인됐다. 사진은 용의자가 이용한 차량. 연합뉴스


소방은 현장에 출동한 경찰의 공동 대응 요청을 받고 피해자들을 구조했다. 칼부림 범행 직전 최 씨가 몰던 차에 치인 5명 중 4명도 모두 중상을 입고 병원으로 옮겨졌다. 이 중 60대 여성 이 모 씨가 심정지 상태로 확인됐고 20대 여성 김 모 씨는 의식 저하 상태로 파악됐다. 이 씨는 남편과 함께 걸어가던 중 사고를 당했다. 이 씨의 남편은 “어찌 이런 일이 있을 수 있냐”며 “차라리 나를 찔러 죽이지 왜 이 사람이 사고를 당했는지 모르겠다”고 울먹인 뒤 더는 말을 잇지 못했다. 이 씨는 현재 인근 병원 중환자실에서 치료를 받고 있다.

최 씨가 몰았던 차량은 바퀴가 훼손되고 앞 유리가 깨진 채 현장에 한동안 그대로 세워져 있었다. 경찰은 이번 사건을 일단 최 씨의 단독 범행으로 파악하고 최 씨에 대해 마약 간이 검사를 진행했다. 마약 반응은 나오지 않았으나 경찰은 정확한 감정을 위해 모발을 채취해 국립과학수사원에 감정을 의뢰할 예정이다. 또 조현병 등 정신병력에 대해서도 추가로 확인할 계획이다. 경찰 관계자는 “피의자를 상대로 정확한 범행 경위와 범행 동기 등을 수사할 것”이라고 밝혔다."
46,'서현역 칼부림' 피해자 14명…나이·성별 가리지 않고 무차별 공격,"20대가 절반, 60대 여성은 심정지
[성남=뉴시스] 조성우 기자 = 경찰이 3일 오후 차량 돌진 묻지마 흉기난동이 발생한 경기도 성남시 분당구 서현역 한 백화점 인근 인도에서 범행에 사용된 차량 주변을 통제 하고 있다. 피의자 A씨는 경차를 몰고 서현역 앞 인도로 돌진, 보행자 다수를 충격한 뒤 내려 역사 안으로 들어가 흉기를 휘두른 것으로 전해졌다. 현재 파악된 부상자는 차량 충격 4명에 흉기 피해 9명 등 13명이다. 2023.08.03.
경기도 분당 서현역 인근에서 발생한 '묻지마 칼부림'의 피해자가 총 14명으로 확인됐다. 그 중 20대가 7명이었고 한 60대 여성은 심정지 상태에 빠졌다.

3일 소방당국에 따르면 이날 오후 6시3분쯤 A씨는 자신의 모닝 차량을 타고 경기도 성남시 분당구 이매동 AK플라자 앞 인도로 돌진해 5명을 쳤다. 차에서 내린 그는 백화점 건물 안으로 들어가 흉기를 무차별적으로 휘둘러 9명이 부상을 입었다.

경찰과 소방당국은 한 남성이 서현역 AK플라자에서 사람들을 찔렀다는 112 신고를 받고 현장에 출동했다. 경찰과 소방은 도착해 부상자들을 분당제생병원, 차병원 등 인근 병원으로 후송했다.

피해자 중 20대 여성이 4명으로 가장 많았다. 교통사고로 의식이 저하된 한 여성은 헬기까지 동원해 아주대 외상센터로 긴급 이송했다. 20대 남성도 3명으로 비중이 컸다. 중상인 피해자는 총 12명에 달했다.

20대 초반인 피의자 A씨는 배달업 종사자로 확인됐다. 경찰은 A씨가 피해망상 등을 호소해 조현병 등 정신병력과 마약 투약 여부를 확인할 예정이다.

이번 서현역 AK플라자 흉기 난동 사건은 최근 신림동 흉기 난동 사건과 마찬가지로 모두 유동인구가 많은 시간대에 발생했다는 공통점이 있다.

신림동 사건 이후 디시인사이드 등 온라인 커뮤니티 사이트에서 '살인예고' 글이 이어졌다. 서울 관악경찰서는 지난 1일 디시인사이드에 게재된 살인 예고글 작성자를 추적 중이다. 경찰은 협박 혐의를 우선 적용해 붙잡은 뒤 구체적인 글 작성 동기와 배경 등을 파악할 방침이다.

해당 글에는 '인생 다들 행복하게 사는데'라는 문구가 들어가 신림동 사건 피의자 조선(33)의 진술을 모방한 게 아니냐는 우려도 나왔다. 조씨는 경찰 조사에서 ""나는 불행하게 사는데 남들도 불행하게 만들고 싶었다""는 취지로 진술했다.

서울경찰청 사이버범죄수사대는 전날 '수요일날 신림역에서 한녀(한국여성) 20명 죽일 것'이라는 제목의 글을 올렸던 20대 남성 이모씨를 구속 상태로 검찰에 송치하기도 했다.

윤희근 경찰청장은 이날 오후8시 전국 시·도 경찰청장 긴급 화상회의를 소집하고 연이어 발생한 칼부림 사건을 '테러행위'로 규정해 수사력을 집중해줄 것을 지시했다.

윤 청장은 ""개인적 원한에 의한 전통적인 범죄와 달리, 일련의 사건들은 그 누구도 피해자가 될 수 있다는 점에서 사실상 테러행위와도 같다""며 ""국민 안전을 책임지는 경찰로서 일상에 심각한 위해를 끼치는 범죄에 대해 전국 시도경찰청장을 비롯한 구성원 전체가 심각한 인식을 가지고 강력한 의지를 가져야 한다""고 말했다."
47,"[속보]경찰 ""서현역 칼부림 피의자 2명 추정…1명 검거""","[서울=뉴시스] 경찰 ""서현역 칼부림 피의자 2명 추정…1명 검거""

▶ 네이버에서 뉴시스 구독하기
▶ K-Artprice, 유명 미술작품 가격 공개"
48,익명커뮤니티 대구대 게시판에 ‘칼부림 예고’ 20대 검거,"사진 인터넷커뮤니티 캡처

대학생 익명 커뮤니티 ‘에브리타임’ 대구대학교 게시판에 칼부림을 예고하는 글을 올린 20대가 경찰에 붙잡혔다.

4일 경산경찰서는 오후 2시 38분경 대구 달서구의 한 스터디카페에서 ‘대구대 롤로노아 조로 3도류 칼부림 예고한다. 다 덤벼라’는 글을 게시한 A씨를 검거했다고 밝혔다.

경찰은 오후 2시 44분경 “칼부림 예고글이 올라왔다”는 112신고를 접수했다. 게시글은 오후 3시 10분께 삭제됐다.

경찰은 최근 발생한 흉기난동 사건 뒤 유사한 범행을 저지르겠다고 협박하는 ‘살인 예고글’로 보고 게시글 경로를 추적했으며 글 게시 5시간만에 스터디카페 인근에서 A씨를 붙잡았다.

경산경찰서는 “A씨를 상대로 게시글을 올린 경위와 범죄 혐의점 등을 수사할 방침”이라고 밝혔다."
49,"한 총리 ""잼버리 예비비 즉각 집행… 칼부림 사건 대책 조속히 마련""","한덕수 국무총리가 4일 오전 정부서울청사에서 열린 국가물관리위원회에 참석해 발언하고 있다. 연합뉴스


한덕수 국무총리가 4일 임시국무회의를 열고 폭염 가운데 열린 2023 새만금 세계스카우트잼버리와 관련해 ""여성가족부 등 관계부처는 이번에 의결되는 예비비 등을 즉각 집행해 잼버리 현장에서 온열 환자를 예방하고, 식사와 시설, 위생, 안전 등을 위해 필요한 모든 조치가 신속히 마련될 수 있도록 조치해달라""고 지시했다. 이날 회의에선 윤석열 대통령 지시에 따라 냉장냉동 탑차 공급 등 대회 지원에 필요한 60여 억 원의 예비비가 의결될 예정이다.

한 총리는 아울러 ""신림역 무차별 칼부림 사건의 상처가 채 가시기도 전에 안타깝게도 어제 분당 서현역에서 유사한 범죄가 발생했다""고 잇단 흉기 난동 사건을 언급했다. 한 총리는 ""경찰청은 이번 사건에 대한 철저한 수사와 원인 규명을 신속히 해주기 바란다""며 ""유사 범죄 재발 방지를 위해 근본적인 예방대책부터 검거, 처벌, 재활에 이르는 전 과정에 대해 관계부처 합동으로 촘촘한 대책을 조속히 마련해 주기 바란다""고 당부했다."
50,분당서 차량돌진 뒤 칼부림…부상자 14명중 12명 중상,"사진 출처 SNS

경기 성남시 분당구 서현역 인근에서 20대 초반 남성이 차량으로 보행자를 들이받은 뒤 흉기 난동을 부려 14명이 다쳤다. 서울 신림역에서 칼부림 사건이 일어난지 13일 만에 비슷한 범행이 발생한 것이다. 경찰은 ‘묻지마 범행’ 가능성에 무게를 두고 정확한 범행 동기 등을 조사하고 있다.

사진 출처 SNS
사진 출처 SNS

3일 경찰에 따르면 이날 오후 5시 59분경 ‘한 남성이 서현역 AK플라자에서 사람들을 찔렀다’는 내용의 112 신고가 접수됐다. 신고를 받고 출동한 경찰은 오후 6시 5분경 현장에서 피의자 최모 씨(22)를 긴급 체포했다. 조사 결과, 최 씨는 AK플라자 2층 육교부터 백화점 1층 로비에 걸쳐 행인들에게 흉기를 휘둘렀다. 또 칼부림 난동을 벌이기 전에는 백화점 인근에서 차량을 몰고 인도로 돌진해 보행자들을 다치게 했다.

독자 제공

현재까지 차량 범행으로 5명이 다치고 흉기 난동으로 9명이 부상 당한 것으로 파악됐다. 이 가운데 중상자는 12명, 경상은 2명이다. 부상자들은 분당제생병원과 차병원, 분당서울대병원, 국군수도병원 등으로 이송돼 치료를 받고 있다. 교통사고로 의식저하 등의 증상을 보인 20대 여성 피해자는 닥터헬기를 통해 아주대 외상센터로 옮겨졌다.

독자 제공

독자 제공

온라인상에는 범행 당시로 추정되는 폐쇄회로(CC)TV 영상이 확산하고 있다. 영상에는 검은색 후드티를 입은 남성이 몸을 피하는 행인들을 뒤쫓아가 무차별적으로 흉기를 휘두르는 모습이 담겨 있다.

배달업 종사자인 최 씨는 현재 피해망상 등을 호소하고 있는 것으로 전해졌다. 이에 경찰은 최 씨를 상대로 조현병 등 정신병력을 확인할 예정이다. 경찰에 따르면 최 씨의 마약간이검사 결과는 음성이다. 다만 경찰은 정확한 확인을 위해 모발을 채취해 국과수 감정을 의뢰할 방침이라고 밝혔다. 일각에서는 공범이 있다는 이야기가 나왔으나, 경찰은 최 씨의 단독 범행으로 보고 있다."
51,[2보] 대전 대덕구 고등학교서 칼부림…40대 교사 병원 이송,"대전 대덕구 고등학교서 칼부림…40대 교사 병원 이송
[연합뉴스 자료사진]


(대전=연합뉴스) 이주형 기자 = 4일 오전 10시 3분께 대전 대덕구의 한 고등학교에서 청소년으로 추정되는 남성이 40대 교사를 흉기로 찌르고 도주하는 사건이 발생했다.

신고받고 출동한 소방 당국은 의식이 없는 피해자를 병원으로 옮겼고, 경찰은 현재 용의자를 추적 중이다.

경찰에 따르면 용의자는 이날 교무실에 찾아와 해당 교사를 찾았고, 수업 중이라는 말을 듣고 교실 밖에서 기다리다 화장실을 가려고 나온 교사 B씨를 찌르고 도주한 것으로 파악됐다.

coolee@yna.co.kr"
52,"""범인이 흉기 들고 다가왔지만.."" 칼부림 속 부상자 도운 10대 영웅들","흉기 난동 피해자를 도운 윤도일군(왼쪽) / 연합뉴스
[파이낸셜뉴스] 서현역 칼부림 사건 현장에서 피를 흘리며 쓰러진 피해자에게 달려가 지혈을 도운 10대 영웅들이 있었다.

지난 3일 오후 경기 성남시 서현동 AK플라자 백화점에서 무차별 흉기 공격이 이뤄지는 중 윤도일군(18)과 음준군(19)은 피해자들에게 다가가 응급 처치를 실시했다.

친한 형·동생 사이인 이들은 오후 6시쯤 사건 현장을 지나다 피를 흘린 채 쓰러져 있는 젊은 남녀 2명을 발견했다.

윤군은 두 피해자 중 정도가 훨씬 심해 보이는 여성을 30여분간 지혈했다. 그 사이 음군은 범인이 다시 현장에 돌아오는지를 살폈다.

윤군은 “사람들이 웅성웅성하며 막 뛰어다니고 있어 광장으로 가보니 여성과 남성이 피를 흘리며 쓰러져 있었다”라며 “남성분은 스스로 지혈하고 계시는 반면, 학생으로 보이는 여성은 혼자 지혈을 하다 의식이 희미해졌는지 손을 놨고, 피가 좀 많이 났다. 그래서 무의식적으로 다가가 지혈을 하게 됐다”라고 말했다.

지혈 과정에서 실제 피의자로 추정되는 남성이 흉기를 든 채 다가오기도 했지만, 이들은 자리를 떠나지 않았다.

음군은 “도일이가 지혈하는 동안 범인이 다시 오는지 살폈다”라며 “흉기를 든 남성이 다른 장소(2층)에 갔다가 다시 1층 쪽으로 돌아오는 듯했고, 현장에 있던 경찰이 그 남성을 쫓았다”라고 당시 상황을 전했다.

현장에 도착한 구급대원들이 ‘이제 손을 떼도 된다’라고 말한 뒤에야 두 소년 영웅은 자리에서 일어났다.

이들은 피해 여성의 어머니로부터 걸려 온 전화를 대신 받아 상황을 설명하고 이후 모녀가 함께 구급차에 올라탈 때까지 1시간 가까이 자리를 지켰다.

한편, 이날 오후 5시59분께 이 백화점 1~2층에서 피의자 최모씨(23)가 시민들을 대상으로 흉기를 휘둘렀다.

최씨는 흉기 난동 직전 경차를 몰고 인도로 돌진해 보행자들을 고의로 들이받은 것으로도 조사됐다.

이 사건으로 피해를 입은 60대 1명이 병원으로 옮겨졌으나 끝내 숨졌다.

사망자 1명 외에도 부상자 12명 등 모두 13명의 사상자가 발생했다.

경찰은 최씨 등을 대상으로 자세한 사건 경위를 조사하고 있다. 최씨는 현재 피해망상 등을 호소하고 있는 것으로 파악됐다.
#칼부림 #서현역 #윤도일 #음준"
53,신림 칼부림 13일만에 분당 칼부림…경찰청장 긴급회의 소집,"신림 칼부림 13일만에 분당 칼부림…경찰청장 긴급회의 소집
중앙일보
재생
4,423
00:00
00:57


경찰청은 경기 성남시 서현역 인근에서 발생한 묻지마 흉기난동 사건과 관련해 3일 오후 8시 전국 시·도경찰청장 화상회의를 연다.

경찰청에 따르면 윤희근 경찰청장은 이날 오후 8시부터 전국 시·도경찰청장 화상회의를 주재하고 상황 보고를 받는다.

윤 청장은 지난달 21일 서울 신림동 흉기난동에 이어 ‘묻지마’ 흉악범죄가 또 발생하자 유사한 범죄를 사전에 차단·예방하기 위한 대책이 시급하다고 보고 회의를 소집했다.
경기 성남시 분당구 서현역에서 차량 돌진 및 흉기 난동 사건이 발생했다. 경찰은 20대 남성 1명을 긴급체포했다. 현재까지 확인된 부상자는 13명으로 파악됐다. 손성배 기자

앞서 이날 오후 5시55분께 경기 성남시 분당구 서현역의 한 쇼핑몰 1,2층에서 묻지마 흉기 난동 테러로 다수 부상자가 병원으로 후송되는 사건이 발생했다.

용의자는 범행 직전 차량을 몰고 서현역 앞 인도로 돌진해 행인들을 들이받았다. 차량 돌진과 흉기 난동으로 모두 13명이 다쳤다고 경찰은 밝혔다."
